hanzi,level,pinyin,definition
吉祥,6,ji2 xiang2,lucky; auspicious; propitious,
急于求成,6,ji2 yu2 qiu2 cheng2,anxious for quick results (idiom); to demand instant success; impatient for result; impetuous,
及早,6,ji2 zao3,at the earliest possible time; as soon as possible,
急躁,6,ji2 zao4,irritable; irascible; impetuous,
集中,5,ji2 zhong1,to concentrate; to centralize; to focus; centralized; concentrated; to put together,
几,3,ji3,how much; how many; several; a few,
给予,6,ji3 yu3,to accord; to give; to show (respect),
寄,4,ji4,to live (in a house); to lodge; to mail; to send; to entrust; to depend,
继承,6,ji4 cheng2,to inherit; to carry on; to succeed,
记得,3,ji4 de5,to remember,
季度,6,ji4 du4,"quarter (finance, publishing, schools etc); season (sports); period of three months",
计划,4,ji4 hua4,"plan; project; program; to plan; to map out; CL:個|个[ge4],項|项[xiang4]",
忌讳,6,ji4 hui4,taboo; to avoid as taboo; to abstain from,
计较,6,ji4 jiao4,to haggle; to bicker; to argue,
季节,3,ji4 jie2,time; season; period; CL:個|个[ge4],
寂静,6,ji4 jing4,quiet,
季军,6,ji4 jun1,third in a race; bronze medalist,
系领带,5,ji4 ling3 dai4,tie one's necktie,
纪录,5,ji4 lu4,record,
记录,5,ji4 lu4,record; CL:個|个[ge4],
纪律,5,ji4 lv4,discipline,
寂寞,5,ji4 mo4,lonely; lonesome,
技能,6,ji4 neng2,technical ability; skill,
纪念,5,ji4 nian4,to commemorate; to remember; CL:個|个[ge4],
技巧,6,ji4 qiao3,skill; technique,
既然,4,ji4 ran2,since; as; this being the case,
技术,4,ji4 shu4,"technology; technique; skill; CL:門|门[men2],種|种[zhong3],項|项[xiang4]",
计算,5,ji4 suan4,to count; to calculate; to compute; CL:個|个[ge4],
寄托,6,ji4 tuo1,to have sb look after sb; to entrust the care of sb; to place (hope etc) on,
继往开来,6,ji4 wang3 kai1 lai2,to follow the past and herald the future (idiom); part of a historical transition; forming a bridge between earlier and later stages,
迹象,6,ji4 xiang4,mark; indication; sign; indicator,
记性,6,ji4 xing5,memory; recall,
继续,4,ji4 xu4,to continue; to proceed with; to go on with,
纪要,6,ji4 yao4,minutes; written summary of a meeting,
记忆,5,ji4 yi4,memories; remember; memory; CL:個|个[ge4],
记载,6,ji4 zai3,write down; record; written account,
记者,4,ji4 zhe3,reporter; journalist; CL:個|个[ge4],
家,1,jia1,"home; family; classifier for families or businesses; refers to the philosophical schools of pre-Han China; noun suffix for specialists in some activity such as musician or revolutionary, corresponds to English -ist, -er, -ary or -ian; surname Jia; CL:個|个[ge4]",
加班,4,jia1 ban1,to work overtime,
嘉宾,5,jia1 bin1,esteemed guest; honored guest,
家常,6,jia1 chang2,the daily life of a family,
加工,6,jia1 gong1,to process; processing; working (of machinery),
家伙,6,jia1 huo5,"household dish, implement or furniture; domestic animal; guy (slang); chap",
家具,4,jia1 ju4,"furniture; CL:件[jian4],套[tao4]",
加剧,6,jia1 ju4,to intensify; to sharpen; to accelerate; to aggravate; to exacerbate; to embitter,
家属,6,jia1 shu3,family member; (family) dependent,
家庭,5,jia1 ting2,"family; household; CL:戶|户[hu4],個|个[ge4]",
家务,5,jia1 wu4,household duties; housework,
家乡,5,jia1 xiang1,hometown; native place; CL:個|个[ge4],
佳肴,6,jia1 yao2,fine food; delicacies; delicious food,
加油站,4,jia1 you2 zhan4,gas station,
家喻户晓,6,jia1 yu4 hu4 xiao3,understood by everyone (idiom); well known; a household name,
夹杂,6,jia1 za2,to mix together (disparate substances); to mingle; a mix; to be tangled up with,
夹子,5,jia1 zi5,clip; clamp; tongs; folder; wallet,
假,4,jia3,fake; false; artificial; to borrow; if; suppose,
甲,5,jia3,"first of the ten heavenly stems 十天干|十天干[shi2 tian1 gan1]; (used for an unspecified person or thing); first (in a list, as a party to a contract etc); armor plating; shell or carapace; (of the fingers or toes) nail; bladed leather or metal armor (old); ranking system used in the Imperial examinations (old); civil administration unit (old)",
假如,5,jia3 ru2,if,
假设,6,jia3 she4,suppose that...; hypothesis; conjecture,
假使,6,jia3 shi3,if; in case; suppose; given ...,
假装,5,jia3 zhuang1,to feign; to pretend,
嫁,5,jia4,(of a woman) to marry; to marry off a daughter; to shift (blame etc),
价格,4,jia4 ge2,price; CL:個|个[ge4],
驾驶,5,jia4 shi3,"to pilot (ship, airplane etc); to drive",
价值,5,jia4 zhi2,"value; worth; fig. values (ethical, cultural etc); CL:個|个[ge4]",
煎,5,jian1,to pan fry; to sauté,
肩膀,5,jian1 bang3,shoulder,
坚持,4,jian1 chi2,to continue upholding; to remain committed to; persistence; to persist; to uphold; to insist on; persevere,
坚定,6,jian1 ding4,firm; steady; staunch; resolute,
监督,6,jian1 du1,to control; to supervise; to inspect,
尖端,6,jian1 duan1,sharp pointed end; the tip; the cusp; tip-top; most advanced and sophisticated; highest peak; the best,
坚固,6,jian1 gu4,firm; firmly; hard; stable,
艰巨,5,jian1 ju4,arduous; terrible (task); very difficult; formidable,
坚决,5,jian1 jue2,firm; resolute; determined,
艰苦,5,jian1 ku3,difficult; hard; arduous,
艰难,6,jian1 nan2,difficult; hard; challenging,
坚强,5,jian1 qiang2,staunch; strong,
坚韧,6,jian1 ren4,tough and durable; tenacious,
尖锐,5,jian1 rui4,sharp; intense; penetrating; pointed; acute (illness),
坚实,6,jian1 shi2,firm and substantial; solid,
监视,6,jian1 shi4,to monitor; to oversee; to keep a close watch over; to spy on,
坚硬,6,jian1 ying4,hard; solid,
监狱,6,jian1 yu4,prison,
兼职,6,jian1 zhi2,to hold concurrent posts; part-time; concurrent job; moonlighting,
捡,5,jian3,to pick up; to collect; to gather,
拣,6,jian3,to choose; to pick; to sort out; to pick up,
剪彩,6,jian3 cai3,to cut the ribbon (at a launching or opening ceremony),
检查,3,jian3 cha2,inspection; to examine; to inspect; CL:次[ci4],
简单,3,jian3 dan1,simple; not complicated,
剪刀,5,jian3 dao1,scissors; CL:把[ba3],
减肥,4,jian3 fei2,to lose weight,
简化,6,jian3 hua4,simplify,
简历,5,jian3 li4,Curriculum Vitae (CV); résumé (resume); biographical notes,
简陋,6,jian3 lou4,simple and crude (of a room or building),
减少,4,jian3 shao3,to lessen; to decrease; to reduce; to lower,
检讨,6,jian3 tao3,to examine or inspect; self-criticism; review,
简体字,6,jian3 ti3 zi4,"simplified Chinese character, as opposed to traditional Chinese character 繁體字|繁体字[fan2 ti3 zi4]",
检验,6,jian3 yan4,to inspect; to examine; to test,
简要,6,jian3 yao4,concise; brief,
简直,5,jian3 zhi2,simply; at all; practically,
溅,6,jian4,splash,
件,2,jian4,"item; component; classifier for events, things, clothes etc",
鉴别,6,jian4 bie2,to differentiate; to distinguish,
间谍,6,jian4 die2,spy,
鉴定,6,jian4 ding4,to appraise; to identify; to evaluate,
见多识广,6,jian4 duo1 shi2 guang3,experienced and knowledgeable (idiom),
间隔,6,jian4 ge2,compartment; gap; interval; to divide,
间接,6,jian4 jie1,indirect,
见解,6,jian4 jie3,opinion; view; understanding,
健康,3,jian4 kang1,health; healthy,
建立,5,jian4 li4,to build; to establish; to set up; to found,
见面,3,jian4 mian4,to meet; to see sb; CL:次[ci4],
键盘,5,jian4 pan2,keyboard,
健全,6,jian4 quan2,robust; strong,
建设,5,jian4 she4,to build; to construct; construction; constructive,
健身房,5,jian4 shen1 fang2,gym; gymnasium,
践踏,6,jian4 ta4,to trample,
舰艇,6,jian4 ting3,warship; naval vessel,
见闻,6,jian4 wen2,what one sees and hears; knowledge; information,
建议,5,jian4 yi4,"to propose; to suggest; to recommend; proposal; suggestion; recommendation; CL:個|个[ge4],點|点[dian3]",
见义勇为,6,jian4 yi4 yong3 wei2,"to see what is right and act courageously (idiom, from Analects); to stand up bravely for the truth; acting heroically in a just cause",
鉴于,6,jian4 yu2,in view of; seeing that; considering; whereas,
建筑,5,jian4 zhu4,building; to construct; Taiwan pr. jian4 zhu2; CL:個|个[ge4],
将近,6,jiang1 jin4,almost; nearly; close to,
将军,6,jiang1 jun1,(Military) admiral; (chess) to check; to embarrass,
将来,4,jiang1 lai2,in the future; future; the future; CL:個|个[ge4],
僵硬,6,jiang1 ying4,stark; stiff,
桨,6,jiang3,oar; paddle,
讲,3,jiang3,to speak; to explain; to negotiate; to emphasise; to be particular about; as far as sth is concerned; speech; lecture,
奖金,4,jiang3 jin1,premium; award money; a bonus,
讲究,5,jiang3 jiu5,to pay particular attention to; exquisite; aesthetic,
奖励,6,jiang3 li4,reward (as encouragement),
奖赏,6,jiang3 shang3,reward; prize; an award,
讲座,5,jiang3 zuo4,a course of lectures; CL:個|个[ge4],
降低,4,jiang4 di1,to reduce; to lower; to bring down,
降临,6,jiang4 lin2,to descend to,
降落,5,jiang4 luo4,to descend; to land,
酱油,5,jiang4 you2,soy sauce,
交,4,jiao1,to hand over; to deliver; to pay (money); to turn over; to make friends; to intersect (lines),
浇,5,jiao1,to pour liquid; to irrigate (using waterwheel); to water; to cast (molten metal); to mold,
教,3,jiao1,to teach,
骄傲,4,jiao1 ao4,arrogant; full of oneself; conceited; proud of sth; CL:個|个[ge4],
交叉,6,jiao1 cha1,to cross; to intersect,
交代,6,jiao1 dai4,to hand over; to explain; to make clear; to brief (sb); to account for; to justify oneself; to confess; to finish (colloquial),
焦点,6,jiao1 dian3,focus; focal point,
交换,5,jiao1 huan4,to exchange; to swap; to switch (telecom); commutative (math); to commute,
焦急,6,jiao1 ji2,anxiety; anxious,
交际,5,jiao1 ji4,communication; social intercourse,
交流,4,jiao1 liu2,exchange; give-and-take; to exchange; to alternate; communication; alternating current (electricity),
娇气,6,jiao1 qi4,delicate; squeamish; finicky,
郊区,5,jiao1 qu1,suburban district; outskirts; suburbs; CL:個|个[ge4],
交涉,6,jiao1 she4,to negotiate; relating to,
胶水,5,jiao1 shui3,glue,
交通,4,jiao1 tong1,to be connected; traffic; communications; liaison,
交往,6,jiao1 wang3,to associate; to contact; association; contact,
交易,6,jiao1 yi4,(business) transaction; business deal; CL:筆|笔[bi3],
脚,3,jiao3,"foot; leg; base; kick; CL:雙|双[shuang1],隻|只[zhi1]",
角,3,jiao3,angle; corner; horn; horn-shaped; unit of money equal to 0.1 yuan; CL:個|个[ge4],
搅拌,6,jiao3 ban4,to stir; to agitate,
角度,5,jiao3 du4,angle; point of view,
狡猾,5,jiao3 hua2,crafty; cunning; sly,
角落,6,jiao3 luo4,nook; corner,
缴纳,6,jiao3 na4,to pay (taxes etc),
饺子,4,jiao3 zi5,"dumpling; pot-sticker; CL:個|个[ge4],隻|只[zhi1]",
叫,1,jiao4,to shout; to call; to order; to ask; to be called; by (indicates agent in the passive mood),
教材,5,jiao4 cai2,teaching material; CL:本[ben3],
教练,5,jiao4 lian4,"instructor; sports coach; trainer; CL:個|个[ge4],位[wei4],名[ming2]",
较量,6,jiao4 liang4,to have a contest with sb; to cross swords; to measure up against; to compete with; to haggle; to quibble,
教室,2,jiao4 shi4,classroom; CL:間|间[jian1],
教授,4,jiao4 shou4,"professor; to instruct; to lecture on; CL:個|个[ge4],位[wei4]",
教训,5,jiao4 xun5,a lesson; a moral; to chide sb; to lecture sb,
教养,6,jiao4 yang3,to train; to educate; to bring up; to nurture; education; culture; upbringing; early conditioning,
教育,4,jiao4 yu4,to educate; to teach; education,
皆,6,jie1,all; each and every; in all cases,
接,3,jie1,to receive; to answer (the phone); to meet or welcome sb; to connect; to catch; to join; to extend; to take one's turn on duty; take over for sb,
阶层,6,jie1 ceng2,hierarchy; stratum,
接触,5,jie1 chu4,to touch; to contact; access; in touch with,
接待,5,jie1 dai4,to receive (a visitor); to admit (allow sb to enter),
街道,3,jie1 dao4,street; CL:條|条[tiao2],
阶段,5,jie1 duan4,stage; section; phase; period; CL:個|个[ge4],
揭发,6,jie1 fa1,to expose; to bring to light; to disclose; revelation,
接近,5,jie1 jin4,near; close to,
接连,6,jie1 lian2,on end; in a row; in succession,
揭露,6,jie1 lu4,to expose; to unmask; to ferret out; to disclose; disclosure,
结实,5,jie1 shi5,rugged; sturdy,
接受,4,jie1 shou4,to accept; to receive,
接着,5,jie1 zhe5,to catch and hold on; to continue; to go on to do sth; to follow; to carry on; then; after that; subsequently; to proceed; to ensue; in turn; in one's turn,
节,5,jie2,"festival; holiday; node; joint; section; segment; part; to economize; to save; to abridge; moral integrity; classifier for segments, e.g. lessons, train wagons, biblical verses; CL:個|个[ge4]",
杰出,6,jie2 chu1,outstanding; distinguished; remarkable; prominent; illustrious,
结构,5,jie2 gou4,"structure; composition; makeup; architecture; CL:座[zuo4],個|个[ge4]",
结果,6,jie2 guo3,result; outcome; effect; in the event; so that,
结合,5,jie2 he2,to combine; to link; to integrate; binding; CL:次[ci4],
结婚,3,jie2 hun1,to marry; to get married; CL:次[ci4],
竭尽全力,6,jie2 jin4 quan2 li4,to spare no effort (idiom); to do one's utmost,
结晶,6,jie2 jing1,crystallization; crystalline; crystal,
结局,6,jie2 ju2,conclusion; ending,
结论,5,jie2 lun4,conclusion; verdict; CL:個|个[ge4]; to conclude; to reach a verdict,
节目,3,jie2 mu4,"program; item (on a program); CL:臺|台[tai2],個|个[ge4],套[tao4]",
节日,3,jie2 ri4,holiday; festival; CL:個|个[ge4],
节省,5,jie2 sheng3,saving; to save; to use sparingly; to cut down on,
结束,3,jie2 shu4,termination; to finish; to end; to conclude; to close,
结算,6,jie2 suan4,to settle a bill; to close an account,
节约,4,jie2 yue1,to economize; to conserve (resources); economy; frugal,
结账,5,jie2 zhang4,to pay the bill; to settle accounts; also written 結帳|结帐,
截至,6,jie2 zhi4,up to (a time); by (a time),
节奏,6,jie2 zou4,rhythm; tempo; musical pulse; cadence; beat,
解除,6,jie3 chu2,to remove; to sack; to get rid of; to relieve (sb of their duties); to free; to lift (an embargo); to rescind (an agreement),
解放,5,jie3 fang4,to liberate; to emancipate; liberation; refers to the Communists' victory over the Nationalists in 1949; CL:次[ci4],
解雇,6,jie3 gu4,to fire; to sack; to dismiss,
姐姐,2,jie3 jie5,older sister; CL:個|个[ge4],
解决,3,jie3 jue2,to settle (a dispute); to resolve; to solve,
解剖,6,jie3 pou1,to dissect (an animal); to analyze; anatomy,
解散,6,jie3 san4,dissolve; disband,
解释,4,jie3 shi4,explanation; to explain; to interpret; to resolve; CL:個|个[ge4],
解说员,5,jie3 shuo1 yuan2,commentator,
解体,6,jie3 ti3,to break up into components; to disintegrate; to collapse; to crumble,
借,3,jie4,to lend; to borrow; excuse; pretext; by means of; to seize (an opportunity); to take (an opportunity),
届,5,jie4,"to arrive at (place or time); period; to become due; classifier for events, meetings, elections, sporting fixtures etc",
戒备,6,jie4 bei4,to take precautions; to guard against (emergency),
借鉴,6,jie4 jian4,to use other people's experience; to borrow from a source; to use as reference,
借口,5,jie4 kou3,to use as an excuse; on the pretext,
介绍,2,jie4 shao4,to present; to introduce; to recommend; to suggest; to let know; to brief,
界限,6,jie4 xian4,boundary; marginal,
戒烟,5,jie4 yan1,to give up smoking,
戒指,5,jie4 zhi5,(finger) ring,
借助,6,jie4 zhu4,to draw support from; with the help of,
津津有味,6,jin1 jin1 you3 wei4,with keen interest pleasure (idiom); with gusto; to relish; eagerly; with great interest,
金融,6,jin1 rong2,banking; finance; financial,
金属,5,jin1 shu3,metal; CL:種|种[zhong3],
今天,1,jin1 tian1,today; at the present; now,
紧,5,jin3,tight; strict; close at hand; near; urgent; tense; hard up; short of money; to tighten,
尽管,4,jin3 guan3,"despite; although; even though; in spite of; unhesitatingly; do not hesitate (to ask, complain etc); (go ahead and do it) without hesitating",
紧急,5,jin3 ji2,urgent; emergency,
尽快,6,jin3 kuai4,as quickly as possible; as soon as possible; with all speed; also written 盡快|尽快,
尽量,6,jin3 liang4,as much as possible; to the greatest extent,
紧密,6,jin3 mi4,inseparably close,
紧迫,6,jin3 po4,pressing; urgent,
谨慎,5,jin3 shen4,cautious; prudent,
锦绣前程,6,jin3 xiu4 qian2 cheng2,a bright future; a rosy future; brilliant prospects,
紧张,4,jin3 zhang1,nervous; keyed up; intense; tense; strained; in short supply; scarce; CL:陣|阵[zhen4],
近,3,jin4,near; close to; approximately,
进,2,jin4,"to advance; to enter; to come (or go) into; to receive or admit; to eat or drink; to submit or present; (used after a verb) into, in; to score a goal",
进步,5,jin4 bu4,progress; improvement; to improve; to progress; CL:個|个[ge4],
近代,5,jin4 dai4,modern times,
进而,6,jin4 er2,and then (what follows next),
进攻,6,jin4 gong1,to attack; to assault; to go on the offensive; attack; assault; offense (sports),
进化,6,jin4 hua4,evolution; CL:個|个[ge4],
进口,5,jin4 kou3,to import; imported,
近来,6,jin4 lai2,recently; lately,
尽力,5,jin4 li4,to strive one's hardest; to spare no effort,
尽量,5,jin4 liang4,to the full,
浸泡,6,jin4 pao4,to steep; to soak; to immerse,
晋升,6,jin4 sheng1,to promote to a higher position,
近视,6,jin4 shi4,shortsighted; nearsighted; myopia,
